日期,河名,站名,水位,流量,含沙量
2009/1/4,黄河                          ,头道拐                        ,987.78,259,-
2009/1/4,黄河                          ,万家寨蓄水量,970.29,(3.14)亿,-
2009/1/4,黄河                          ,万家寨上出库,-,157,-
2009/1/4,黄河                          ,万家寨下                      ,895.48,157,-
2009/1/4,黄河                          ,府谷                          ,808.05,179,-
2009/1/4,黄河                          ,吴堡                          ,636.95,566,*22.6
2009/1/4,黄河                          ,龙门                          ,382.26,323,*42.6
2009/1/4,汾河                          ,河津                          ,370.49,7.9,*0.661
2009/1/4,北洛河                        ,状头                          ,361.34,1.26,-
2009/1/4,泾河                          ,张家山                        ,420.29,1.24,-
2009/1/4,渭河                          ,咸阳                          ,380.99,10.4,-
2009/1/4,渭河                          ,华县(二)                      ,334.8,47.9,*11.5
2009/1/4,黄河                          ,潼关                          ,325.3,170,*22.4
2009/1/4,黄河                          ,史家滩蓄水量,317.18,(3.81)亿,-
2009/1/4,黄河                          ,三门峡                        ,271.28,42.1,*29.1
2009/1/4,黄河                          ,小浪底上蓄水量,242.86,(36.3)亿,-
2009/1/4,黄河                          ,小浪底                        ,132.4,202,*77.6
2009/1/4,伊河                          ,东湾                          ,-,-,-
2009/1/4,伊河                          ,陆浑坝上蓄水量,306.68,(2.62)亿,-
2009/1/4,伊河                          ,陆浑坝上出库,-,5,-
2009/1/4,伊河                          ,龙门镇                        ,147.22,0.303,-
2009/1/4,洛河                          ,卢氏                          ,-,-,-
2009/1/4,洛河                          ,故县水库蓄水量,524.45,(4.89)亿,-
2009/1/4,洛河                          ,故县水库出库,-,-,-
2009/1/4,洛河                          ,长水（二）                    ,377.95,0.5,-
2009/1/4,洛河                          ,白马寺                        ,114.06,6.78,-
2009/1/4,伊洛河                        ,黑石关                        ,102.84,12,-
2009/1/4,丹河                          ,山路坪                        ,-,-,-
2009/1/4,沁河                          ,五龙口                        ,-,-,-
2009/1/4,沁河                          ,武陟                          ,99.92,1.7,-
2009/1/4,黄河                          ,花园口                        ,88.78,350,-
2009/1/4,黄河                          ,夹河滩                        ,72.48,415,-
2009/1/4,黄河                          ,高村                          ,58.26,360,-
2009/1/4,黄河                          ,孙口                          ,43.67,302,-
2009/1/4,大汶河                        ,戴村坝,-,-,-
2009/1/4,东平湖                        ,东平湖老湖蓄水量,41.96,(3.75)亿,-
2009/1/4,大汶河                        ,出湖闸,-,-,-
2009/1/4,黄河                          ,艾山                          ,36.76,385,-
2009/1/4,黄河                          ,泺口                          ,25.51,330,-
2009/1/4,黄河                          ,利津                          ,9.37,208,-
2009/1/5,黄河                          ,唐乃亥                        ,2670.55,197,-
2009/1/5,黄河                          ,龙羊峡入库,-,184,-
2009/1/5,黄河                          ,龙羊峡蓄水量,2579.51,(174)亿,-
2009/1/5,黄河                          ,龙羊峡出库,-,627,-
2009/1/5,黄河                          ,刘家峡入库,-,634,-
2009/1/5,黄河                          ,刘家峡蓄水量,1726.35,(29.7)亿,-
2009/1/5,黄河                          ,刘家峡出库,-,440,-
2009/1/5,黄河                          ,兰州                          ,1510.83,488,-
2009/1/5,黄河                          ,下河沿                        ,1229.18,503,-
2009/1/5,黄河                          ,石嘴山                        ,1086.15,606,-
2009/1/5,黄河                          ,巴彦高勒                      ,1052.72,455,-
2009/1/5,黄河                          ,三湖河口                      ,1018.54,390,-
2009/1/5,黄河                          ,包头                          ,-,-,-
2009/1/5,黄河                          ,头道拐                        ,987.8,271,-
2009/1/5,黄河                          ,万家寨蓄水量,970.7,(3.22)亿,-
2009/1/5,黄河                          ,万家寨上出库,-,208,-
2009/1/5,黄河                          ,万家寨下                      ,895.68,208,-
2009/1/5,黄河                          ,府谷                          ,807.98,164,-
2009/1/5,黄河                          ,吴堡                          ,636.64,358,*22.6
2009/1/5,黄河                          ,龙门                          ,382.35,360,*42.6
2009/1/5,汾河                          ,河津                          ,370.47,7.65,*0.661
2009/1/5,北洛河                        ,状头                          ,361.34,1.26,-
2009/1/5,泾河                          ,张家山                        ,420.29,1.24,-
2009/1/5,渭河                          ,咸阳                          ,381.01,12.1,-
2009/1/5,渭河                          ,华县(二)                      ,334.85,49.6,*11.5
2009/1/5,黄河                          ,潼关                          ,325.39,280,*22.4
2009/1/5,黄河                          ,史家滩蓄水量,317.33,(3.91)亿,-
2009/1/5,黄河                          ,三门峡                        ,272.87,289,*29.1
2009/1/5,黄河                          ,小浪底上蓄水量,242.77,(36.2)亿,-
2009/1/5,黄河                          ,小浪底                        ,133.03,462,*77.6
2009/1/5,伊河                          ,东湾                          ,-,-,-
2009/1/5,伊河                          ,陆浑坝上蓄水量,306.57,(2.59)亿,-
2009/1/5,伊河                          ,陆浑坝上出库,-,5,-
2009/1/5,伊河                          ,龙门镇                        ,147.37,2.75,-
2009/1/5,洛河                          ,卢氏                          ,-,-,-
2009/1/5,洛河                          ,故县水库蓄水量,524.47,(4.89)亿,-
2009/1/5,洛河                          ,故县水库出库,-,-,-
2009/1/5,洛河                          ,长水（二）                    ,377.95,0.5,-
2009/1/5,洛河                          ,白马寺                        ,114.04,5.72,-
2009/1/5,伊洛河                        ,黑石关                        ,103.04,20.2,-
2009/1/5,丹河                          ,山路坪                        ,-,-,-
2009/1/5,沁河                          ,五龙口                        ,141.06,1.17,-
2009/1/5,沁河                          ,武陟                          ,99.92,1.7,-
2009/1/5,黄河                          ,花园口                        ,88.8,360,-
2009/1/5,黄河                          ,夹河滩                        ,72.49,405,-
2009/1/5,黄河                          ,高村                          ,58.19,390,-
2009/1/5,黄河                          ,孙口                          ,43.55,305,-
2009/1/5,大汶河                        ,戴村坝,-,-,-
2009/1/5,东平湖                        ,东平湖老湖蓄水量,41.97,(3.77)亿,-
2009/1/5,大汶河                        ,出湖闸,-,-,-
2009/1/5,黄河                          ,艾山                          ,36.76,385,-
2009/1/5,黄河                          ,泺口                          ,25.4,285,-
2009/1/5,黄河                          ,利津                          ,9.4,211,-
2009/1/6,黄河                          ,唐乃亥                        ,2670.6,215,-
2009/1/6,黄河                          ,龙羊峡入库,-,151,-
2009/1/6,黄河                          ,龙羊峡蓄水量,2579.4,(174)亿,-
2009/1/6,黄河                          ,龙羊峡出库,-,570,-
2009/1/6,黄河                          ,刘家峡入库,-,680,-
2009/1/6,黄河                          ,刘家峡蓄水量,1726.54,(29.9)亿,-
2009/1/6,黄河                          ,刘家峡出库,-,416,-
2009/1/6,黄河                          ,兰州                          ,1510.69,425,-
2009/1/6,黄河                          ,下河沿                        ,1229.1,469,-
2009/1/6,黄河                          ,石嘴山                        ,1086.73,519,-
2009/1/6,黄河                          ,巴彦高勒                      ,1052.7,448,-
2009/1/6,黄河                          ,三湖河口                      ,1018.56,400,-
2009/1/6,黄河                          ,包头                          ,-,-,-
2009/1/6,黄河                          ,头道拐                        ,987.8,271,-
2009/1/6,黄河                          ,万家寨蓄水量,971.18,(3.32)亿,-
2009/1/6,黄河                          ,万家寨上出库,-,194,-
2009/1/6,黄河                          ,万家寨下                      ,895.63,194,-
2009/1/6,黄河                          ,府谷                          ,808.16,200,-
2009/1/6,黄河                          ,吴堡                          ,637.01,610,*22.6
2009/1/6,黄河                          ,龙门                          ,382.5,445,*42.6
2009/1/6,汾河                          ,河津                          ,370.47,7.65,*0.661
2009/1/6,北洛河                        ,状头                          ,361.33,1.11,-
2009/1/6,泾河                          ,张家山                        ,420.29,1.24,-
2009/1/6,渭河                          ,咸阳                          ,380.98,9.7,-
2009/1/6,渭河                          ,华县(二)                      ,334.84,49.4,*11.5
2009/1/6,黄河                          ,潼关                          ,325.43,310,*22.4
2009/1/6,黄河                          ,史家滩蓄水量,317.25,(3.86)亿,-
2009/1/6,黄河                          ,三门峡                        ,273.43,494,*29.1
2009/1/6,黄河                          ,小浪底上蓄水量,242.78,(36.2)亿,-
2009/1/6,黄河                          ,小浪底                        ,133.1,497,*77.6
2009/1/6,伊河                          ,东湾                          ,-,-,-
2009/1/6,伊河                          ,陆浑坝上蓄水量,306.46,(2.57)亿,-
2009/1/6,伊河                          ,陆浑坝上出库,-,5,-
2009/1/6,伊河                          ,龙门镇                        ,147.37,2.75,-
2009/1/6,洛河                          ,卢氏                          ,-,-,-
2009/1/6,洛河                          ,故县水库蓄水量,524.49,(4.90)亿,-
2009/1/6,洛河                          ,故县水库出库,-,-,-
2009/1/6,洛河                          ,长水（二）                    ,377.95,0.5,-
2009/1/6,洛河                          ,白马寺                        ,114.07,7.34,-
2009/1/6,伊洛河                        ,黑石关                        ,102.84,12,-
2009/1/6,丹河                          ,山路坪                        ,-,-,-
2009/1/6,沁河                          ,五龙口                        ,-,-,-
2009/1/6,沁河                          ,武陟                          ,99.99,2.1,-
2009/1/6,黄河                          ,花园口                        ,88.62,275,-
2009/1/6,黄河                          ,夹河滩                        ,72.47,315,-
2009/1/6,黄河                          ,高村                          ,58.15,380,-
2009/1/6,黄河                          ,孙口                          ,43.52,278,-
2009/1/6,大汶河                        ,戴村坝,-,-,-
2009/1/6,东平湖                        ,东平湖老湖蓄水量,41.98,(3.79)亿,-
2009/1/6,大汶河                        ,出湖闸,-,-,-
2009/1/6,黄河                          ,艾山                          ,36.74,370,-
2009/1/6,黄河                          ,泺口                          ,25.23,250,-
2009/1/6,黄河                          ,利津                          ,9.46,218,-
2009/1/7,黄河                          ,唐乃亥                        ,2670.56,201,-
2009/1/7,黄河                          ,龙羊峡入库,-,189,-
2009/1/7,黄河                          ,龙羊峡蓄水量,2579.31,(174)亿,-
2009/1/7,黄河                          ,龙羊峡出库,-,522,-
2009/1/7,黄河                          ,刘家峡入库,-,574,-
2009/1/7,黄河                          ,刘家峡蓄水量,1726.62,(30)亿,-
2009/1/7,黄河                          ,刘家峡出库,-,463,-
2009/1/7,黄河                          ,兰州                          ,1510.68,421,-
2009/1/7,黄河                          ,下河沿                        ,1229.23,524,-
2009/1/7,黄河                          ,石嘴山                        ,1087.22,526,-
2009/1/7,黄河                          ,巴彦高勒                      ,1052.67,510,-
2009/1/7,黄河                          ,三湖河口                      ,1018.61,400,-
2009/1/7,黄河                          ,包头                          ,-,-,-
2009/1/7,黄河                          ,头道拐                        ,987.74,261,-
2009/1/7,黄河                          ,万家寨蓄水量,971.62,(3.41)亿,-
2009/1/7,黄河                          ,万家寨上出库,-,216,-
2009/1/7,黄河                          ,万家寨下                      ,895.71,216,-
2009/1/7,黄河                          ,府谷                          ,807.97,200,-
2009/1/7,黄河                          ,吴堡                          ,636.86,432,*22.6
2009/1/7,黄河                          ,龙门                          ,382.16,291,*42.6
2009/1/7,汾河                          ,河津                          ,370.43,7,*0.661
2009/1/7,北洛河                        ,状头                          ,361.31,0.867,-
2009/1/7,泾河                          ,张家山                        ,420.29,1.24,-
2009/1/7,渭河                          ,咸阳                          ,380.98,9.7,-
2009/1/7,渭河                          ,华县(二)                      ,334.84,49.4,*11.5
2009/1/7,黄河                          ,潼关                          ,325.58,410,*22.4
2009/1/7,黄河                          ,史家滩蓄水量,317.43,(3.99)亿,-
2009/1/7,黄河                          ,三门峡                        ,272.77,261,*29.1
2009/1/7,黄河                          ,小浪底上蓄水量,242.7,(36.1)亿,-
2009/1/7,黄河                          ,小浪底                        ,133.18,539,*77.6
2009/1/7,伊河                          ,东湾                          ,-,-,-
2009/1/7,伊河                          ,陆浑坝上蓄水量,306.36,(2.54)亿,-
2009/1/7,伊河                          ,陆浑坝上出库,-,5,-
2009/1/7,伊河                          ,龙门镇                        ,147.24,0.445,-
2009/1/7,洛河                          ,卢氏                          ,-,-,-
2009/1/7,洛河                          ,故县水库蓄水量,524.49,(4.90)亿,-
2009/1/7,洛河                          ,故县水库出库,-,-,-
2009/1/7,洛河                          ,长水（二）                    ,377.95,0.5,-
2009/1/7,洛河                          ,白马寺                        ,114.03,5.23,-
2009/1/7,伊洛河                        ,黑石关                        ,102.84,9.8,-
2009/1/7,丹河                          ,山路坪                        ,-,-,-
2009/1/7,沁河                          ,五龙口                        ,-,-,-
2009/1/7,沁河                          ,武陟                          ,99.99,2.1,-
2009/1/7,黄河                          ,花园口                        ,88.8,395,-
2009/1/7,黄河                          ,夹河滩                        ,72.41,290,-
2009/1/7,黄河                          ,高村                          ,58.1,368,-
2009/1/7,黄河                          ,孙口                          ,43.49,262,-
2009/1/7,大汶河                        ,戴村坝,-,-,-
2009/1/7,东平湖                        ,东平湖老湖蓄水量,41.79,(3.77)亿,-
2009/1/7,大汶河                        ,出湖闸,-,-,-
2009/1/7,黄河                          ,艾山                          ,36.72,360,-
2009/1/7,黄河                          ,泺口                          ,25.16,225,-
2009/1/7,黄河                          ,利津                          ,9.54,233,-
2009/1/8,黄河                          ,唐乃亥                        ,2670.61,218,-
2009/1/8,黄河                          ,龙羊峡入库,-,207,-
2009/1/8,黄河                          ,龙羊峡蓄水量,2579.21,(174)亿,-
2009/1/8,黄河                          ,龙羊峡出库,-,577,-
2009/1/8,黄河                          ,刘家峡入库,-,586,-
2009/1/8,黄河                          ,刘家峡蓄水量,1726.72,(30.1)亿,-
2009/1/8,黄河                          ,刘家峡出库,-,446,-
2009/1/8,黄河                          ,兰州                          ,1510.64,404,-
2009/1/8,黄河                          ,下河沿                        ,1229.26,537,-
2009/1/8,黄河                          ,石嘴山                        ,1087.55,522,-
2009/1/8,黄河                          ,巴彦高勒                      ,1052.67,510,-
2009/1/8,黄河                          ,三湖河口                      ,1018.69,430,-
2009/1/8,黄河                          ,包头                          ,-,-,-
2009/1/8,黄河                          ,头道拐                        ,987.68,260,-
2009/1/8,黄河                          ,万家寨蓄水量,972.15,(3.52)亿,-
2009/1/8,黄河                          ,万家寨上出库,-,301,-
2009/1/8,黄河                          ,万家寨下                      ,895.98,301,-
2009/1/8,黄河                          ,府谷                          ,808.29,268,-
2009/1/8,黄河                          ,吴堡                          ,636.56,271,*22.6
2009/1/8,黄河                          ,龙门                          ,382.42,396,*42.6
2009/1/8,汾河                          ,河津                          ,370.47,7.65,*0.661
2009/1/8,北洛河                        ,状头                          ,361.32,0.985,-
2009/1/8,泾河                          ,张家山                        ,420.29,1.24,-
2009/1/8,渭河                          ,咸阳                          ,380.98,9.7,-
2009/1/8,渭河                          ,华县(二)                      ,334.82,48.2,*11.5
2009/1/8,黄河                          ,潼关                          ,325.59,372,*22.4
2009/1/8,黄河                          ,史家滩蓄水量,317.51,(4.06)亿,-
2009/1/8,黄河                          ,三门峡                        ,273.42,489,*29.1
2009/1/8,黄河                          ,小浪底上蓄水量,242.71,(36.1)亿,-
2009/1/8,黄河                          ,小浪底                        ,133.06,477,*77.6
2009/1/8,伊河                          ,东湾                          ,-,-,-
2009/1/8,伊河                          ,陆浑坝上蓄水量,306.24,(2.51)亿,-
2009/1/8,伊河                          ,陆浑坝上出库,-,5,-
2009/1/8,伊河                          ,龙门镇                        ,147.24,0.445,-
2009/1/8,洛河                          ,卢氏                          ,-,-,-
2009/1/8,洛河                          ,故县水库蓄水量,524.47,(4.89)亿,-
2009/1/8,洛河                          ,故县水库出库,-,-,-
2009/1/8,洛河                          ,长水（二）                    ,377.95,0.5,-
2009/1/8,洛河                          ,白马寺                        ,114.04,5.71,-
2009/1/8,伊洛河                        ,黑石关                        ,102.83,9.4,-
2009/1/8,丹河                          ,山路坪                        ,-,-,-
2009/1/8,沁河                          ,五龙口                        ,-,-,-
2009/1/8,沁河                          ,武陟                          ,99.99,2.1,-
2009/1/8,黄河                          ,花园口                        ,88.64,310,-
2009/1/8,黄河                          ,夹河滩                        ,72.46,310,-
2009/1/8,黄河                          ,高村                          ,58.14,274,-
2009/1/8,黄河                          ,孙口                          ,43.47,312,-
2009/1/8,大汶河                        ,戴村坝,-,-,-
2009/1/8,东平湖                        ,东平湖老湖蓄水量,41.79,(3.77)亿,-
2009/1/8,大汶河                        ,出湖闸,-,-,-
2009/1/8,黄河                          ,艾山                          ,36.49,222,-
2009/1/8,黄河                          ,泺口                          ,25.08,235,-
2009/1/8,黄河                          ,利津                          ,9.4,220,-
2009/1/9,黄河                          ,唐乃亥                        ,2670.51,183,-
2009/1/9,黄河                          ,龙羊峡入库,-,164,-
2009/1/9,黄河                          ,龙羊峡蓄水量,2579.1,(173)亿,-
2009/1/9,黄河                          ,龙羊峡出库,-,571,-
2009/1/9,黄河                          ,刘家峡入库,-,476,-
2009/1/9,黄河                          ,刘家峡蓄水量,1726.73,(30.1)亿,-
2009/1/9,黄河                          ,刘家峡出库,-,462,-
2009/1/9,黄河                          ,兰州                          ,1510.54,365,-
2009/1/9,黄河                          ,下河沿                        ,1229.22,520,-
2009/1/9,黄河                          ,石嘴山                        ,1088.18,450,-
2009/1/9,黄河                          ,巴彦高勒                      ,1052.67,510,-
2009/1/9,黄河                          ,三湖河口                      ,1018.77,460,-
2009/1/9,黄河                          ,包头                          ,-,-,-
2009/1/9,黄河                          ,头道拐                        ,987.58,255,-
2009/1/9,黄河                          ,万家寨蓄水量,972.52,(3.60)亿,-
2009/1/9,黄河                          ,万家寨上出库,-,88.6,-
